,Beijing,Haerbin,Jinan,Rongcheng,Taiyuan,XiAn,Chengdu,Nanjing,Jixi,Suzhou,Wenzhou,Changsha,Loudi,Nanchang,Meixian,Guilin,Guangzhou,Fuzhou,Xiamen
XiAn_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Chengdu_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Nanjing_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Jixi_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Suzhou_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Wenzhou_繗,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,1.000,0.461,0.461,0.461,0.461,0.461,0.245,NaN,NaN
Changsha_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Loudi_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Nanchang_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Meixian_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Guilin_縫,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.461,1.000,1.000,1.000,1.000,1.000,0.256,NaN,NaN
Guangzhou_连,0.256,0.256,0.256,0.256,0.256,0.256,0.256,0.256,0.256,0.256,0.245,0.256,0.256,0.256,0.256,0.256,1.000,NaN,NaN
Fuzhou_縫 纫,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN
Xiamen_䋎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Beijing_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Haerbin_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Jinan_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Rongcheng_爛 了,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taiyuan_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
XiAn_爛,0.745,0.745,0.745,NaN,0.745,1.000,1.000,1.000,1.000,1.000,NaN,0.745,0.745,0.745,0.745,0.745,1.000,0.577,1.000
Chengdu_爛,0.745,0.745,0.745,NaN,0.745,1.000,1.000,1.000,1.000,1.000,NaN,0.745,0.745,0.745,0.745,0.745,1.000,0.577,1.000
Nanjing_爛,0.745,0.745,0.745,NaN,0.745,1.000,1.000,1.000,1.000,1.000,NaN,0.745,0.745,0.745,0.745,0.745,1.000,0.577,1.000
Jixi_爛,0.745,0.745,0.745,NaN,0.745,1.000,1.000,1.000,1.000,1.000,NaN,0.745,0.745,0.745,0.745,0.745,1.000,0.577,1.000
Suzhou_爛,0.745,0.745,0.745,NaN,0.745,1.000,1.000,1.000,1.000,1.000,NaN,0.745,0.745,0.745,0.745,0.745,1.000,0.577,1.000
Wenzhou_爛 起,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Changsha_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Loudi_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Nanchang_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Meixian_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Guilin_腐 爛,1.000,1.000,1.000,NaN,1.000,0.745,0.745,0.745,0.745,0.745,NaN,1.000,1.000,1.000,1.000,1.000,0.745,0.541,0.745
Guangzhou_爛,0.745,0.745,0.745,NaN,0.745,1.000,1.000,1.000,1.000,1.000,NaN,0.745,0.745,0.745,0.745,0.745,1.000,0.577,1.000
Fuzhou_腐,0.541,0.541,0.541,NaN,0.541,0.577,0.577,0.577,0.577,0.577,NaN,0.541,0.541,0.541,0.541,0.541,0.577,1.000,0.577
Xiamen_爛,0.745,0.745,0.745,NaN,0.745,1.000,1.000,1.000,1.000,1.000,NaN,0.745,0.745,0.745,0.745,0.745,1.000,0.577,1.000
Beijing_爸 爸,1.000,0.854,0.437,0.659,0.631,0.631,1.000,0.659,1.000,0.635,0.708,0.544,0.432,0.631,0.708,0.412,0.631,0.529,0.841
Haerbin_爸,0.854,1.000,0.382,0.815,0.607,0.607,0.854,0.815,0.854,0.688,0.729,0.497,0.475,0.607,0.729,0.464,0.607,0.691,0.858
Jinan_父 親,0.437,0.382,1.000,0.394,0.529,0.529,0.437,0.394,0.437,0.401,0.494,0.896,0.783,0.529,0.494,0.343,0.529,0.207,0.394
Rongcheng_爹,0.659,0.815,0.394,1.000,0.646,0.646,0.659,1.000,0.659,0.870,0.821,0.499,0.557,0.646,0.821,0.453,0.646,0.646,0.693
Taiyuan_父,0.631,0.607,0.529,0.646,1.000,1.000,0.631,0.646,0.631,0.607,0.585,0.550,0.573,1.000,0.585,0.596,1.000,0.314,0.503
XiAn_父,0.631,0.607,0.529,0.646,1.000,1.000,0.631,0.646,0.631,0.607,0.585,0.550,0.573,1.000,0.585,0.596,1.000,0.314,0.503
Chengdu_爸 爸,1.000,0.854,0.437,0.659,0.631,0.631,1.000,0.659,1.000,0.635,0.708,0.544,0.432,0.631,0.708,0.412,0.631,0.529,0.841
Nanjing_爹,0.659,0.815,0.394,1.000,0.646,0.646,0.659,1.000,0.659,0.870,0.821,0.499,0.557,0.646,0.821,0.453,0.646,0.646,0.693
Jixi_爸 爸,1.000,0.854,0.437,0.659,0.631,0.631,1.000,0.659,1.000,0.635,0.708,0.544,0.432,0.631,0.708,0.412,0.631,0.529,0.841
Suzhou_爹 爹,0.635,0.688,0.401,0.870,0.607,0.607,0.635,0.870,0.635,1.000,0.797,0.519,0.519,0.607,0.797,0.356,0.607,0.570,0.636
Wenzhou_阿 爸,0.708,0.729,0.494,0.821,0.585,0.585,0.708,0.821,0.708,0.797,1.000,0.613,0.567,0.585,1.000,0.409,0.585,0.578,0.675
Changsha_爺 爺,0.544,0.497,0.896,0.499,0.550,0.550,0.544,0.499,0.544,0.519,0.613,1.000,0.851,0.550,0.613,0.392,0.550,0.321,0.517
Loudi_爺,0.432,0.475,0.783,0.557,0.573,0.573,0.432,0.557,0.432,0.519,0.567,0.851,1.000,0.573,0.567,0.478,0.573,0.326,0.440
Nanchang_父,0.631,0.607,0.529,0.646,1.000,1.000,0.631,0.646,0.631,0.607,0.585,0.550,0.573,1.000,0.585,0.596,1.000,0.314,0.503
Meixian_阿 爸,0.708,0.729,0.494,0.821,0.585,0.585,0.708,0.821,0.708,0.797,1.000,0.613,0.567,0.585,1.000,0.409,0.585,0.578,0.675
Guilin_囗,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,1.000,0.383,NaN,0.377,NaN,0.377,0.324,1.000,0.324,0.644,0.498
Guangzhou_父,0.631,0.607,0.529,0.646,1.000,1.000,0.631,0.646,0.631,0.607,0.585,0.550,0.573,1.000,0.585,0.596,1.000,0.314,0.503
Fuzhou_依 爸,0.529,0.691,0.207,0.646,0.314,0.314,0.529,0.646,0.529,0.570,0.578,0.321,0.326,0.314,0.578,0.327,0.314,1.000,0.622
Xiamen_老 爸,0.841,0.858,0.394,0.693,0.503,0.503,0.841,0.693,0.841,0.636,0.675,0.517,0.440,0.503,0.675,0.418,0.503,0.622,1.000
Beijing_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Haerbin_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Jinan_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Rongcheng_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Taiyuan_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
XiAn_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Chengdu_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Nanjing_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Jixi_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Suzhou_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Wenzhou_操,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,1.000,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.439
Changsha_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Loudi_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Nanchang_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Meixian_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Guilin_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Guangzhou_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Fuzhou_干,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.602,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.456
Xiamen_焦,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.439,0.456,0.456,0.456,0.456,0.456,0.456,0.456,1.000
Beijing_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_肝,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Haerbin_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Jinan_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Rongcheng_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Taiyuan_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
XiAn_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Chengdu_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Nanjing_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Jixi_囗,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,1.000,0.383,NaN,0.377,NaN,0.377,0.324,1.000,0.324,0.644,0.498
Suzhou_撥,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.383,1.000,NaN,0.291,NaN,0.291,0.747,0.383,0.747,0.417,0.401
Wenzhou_亡刀,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Changsha_把,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.377,0.291,NaN,1.000,NaN,1.000,0.340,0.377,0.340,0.457,0.300
Loudi_拿 賜,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN
Nanchang_把,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.377,0.291,NaN,1.000,NaN,1.000,0.340,0.377,0.340,0.457,0.300
Meixian_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Guilin_囗,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,1.000,0.383,NaN,0.377,NaN,0.377,0.324,1.000,0.324,0.644,0.498
Guangzhou_給,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.324,0.747,NaN,0.340,NaN,0.340,1.000,0.324,1.000,0.467,0.445
Fuzhou_乞,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.644,0.417,NaN,0.457,NaN,0.457,0.467,0.644,0.467,1.000,0.522
Xiamen_互,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.498,0.401,NaN,0.300,NaN,0.300,0.445,0.498,0.445,0.522,1.000
Beijing_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Haerbin_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Jinan_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Rongcheng_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Taiyuan_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
XiAn_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Chengdu_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Nanjing_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Jixi_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Suzhou_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Wenzhou_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Changsha_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Loudi_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Nanchang_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Meixian_莖,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,1.000,0.428,0.428,0.428,0.428
Guilin_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Guangzhou_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Fuzhou_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Xiamen_根,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.428,1.000,1.000,1.000,1.000
Beijing_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Haerbin_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Jinan_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Rongcheng_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Taiyuan_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
XiAn_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Chengdu_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Nanjing_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Jixi_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Suzhou_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Wenzhou_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Changsha_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Loudi_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Nanchang_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Meixian_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Guilin_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Guangzhou_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Fuzhou_犬,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,1.000,0.823
Xiamen_狗,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.823,1.000
Beijing_骨,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,1.000,0.571
Haerbin_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Jinan_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Rongcheng_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Taiyuan_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
XiAn_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Chengdu_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Nanjing_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Jixi_骨,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1.000,1.000,0.571
Suzhou_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Wenzhou_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Changsha_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Loudi_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Nanchang_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Meixian_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
Guilin_骨 頭,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.571,0.571,1.000
